2025-05-24 16:11:27,137 - Packets received in last second: 0
2025-05-24 16:11:28,225 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.4%
Received Packet 00000001 | Source IP: 136.70.231.240 | Destination IP: 172.16.0.10 | Source Port: 22641 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 74 | Volume: 418 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009559 | Source IP: 14.122.31.234 | Destination IP: 10.0.0.50 | Source Port: 53078 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 200 | Volume: 982 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009659 | Source IP: 121.8.205.164 | Destination IP: 10.0.0.50 | Source Port: 16938 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 203 | Volume: 633 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00009759 | Source IP: 98.54.153.112 | Destination IP: 172.16.0.10 | Source Port: 54123 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 78 | Volume: 1328 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00009858 | Source IP: 151.42.157.133 | Destination IP: 172.16.0.10 | Source Port: 24954 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 113 | Volume: 1359 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009958 | Source IP: 71.145.145.174 | Destination IP: 192.168.1.200 | Source Port: 37592 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 139 | Volume: 533 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00010058 | Source IP: 171.7.245.132 | Destination IP: 172.16.0.10 | Source Port: 34463 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 48 | Volume: 131 | Spoofed: 0 | Attack Type: UDP_Flood
2025-05-24 16:11:28,666 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.4%
Received Packet 00000158 | Source IP: 156.58.178.157 | Destination IP: 192.168.1.200 | Source Port: 48481 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 147 | Volume: 1307 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00000258 | Source IP: 43.40.36.17 | Destination IP: 10.0.0.50 | Source Port: 12375 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 161 | Volume: 962 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00000358 | Source IP: 160.116.167.99 | Destination IP: 10.0.0.50 | Source Port: 61303 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 121 | Volume: 543 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00000459 | Source IP: 10.181.152.236 | Destination IP: 192.168.1.200 | Source Port: 53857 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 239 | Volume: 1167 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00000560 | Source IP: 192.180.244.35 | Destination IP: 172.16.0.10 | Source Port: 10475 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 246 | Volume: 217 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000660 | Source IP: 25.49.88.172 | Destination IP: 10.0.0.50 | Source Port: 53663 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 164 | Volume: 398 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00000760 | Source IP: 154.222.242.142 | Destination IP: 10.0.0.50 | Source Port: 64745 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 234 | Volume: 560 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00000860 | Source IP: 74.140.141.109 | Destination IP: 10.0.0.50 | Source Port: 42755 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 104 | Volume: 754 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00000960 | Source IP: 250.43.175.235 | Destination IP: 172.16.0.10 | Source Port: 9646 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 144 | Volume: 289 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00001060 | Source IP: 201.182.160.31 | Destination IP: 10.0.0.50 | Source Port: 13749 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 205 | Volume: 258 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00001160 | Source IP: 122.104.140.127 | Destination IP: 192.168.1.200 | Source Port: 52572 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 231 | Volume: 450 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001260 | Source IP: 16.65.252.243 | Destination IP: 192.168.1.200 | Source Port: 27395 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 154 | Volume: 1421 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00001360 | Source IP: 171.214.30.63 | Destination IP: 172.16.0.10 | Source Port: 5363 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 227 | Volume: 1229 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001460 | Source IP: 149.180.10.4 | Destination IP: 172.16.0.10 | Source Port: 39015 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 147 | Volume: 444 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00001560 | Source IP: 64.219.104.186 | Destination IP: 172.16.0.10 | Source Port: 55005 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 67 | Volume: 85 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00001660 | Source IP: 80.155.157.18 | Destination IP: 192.168.1.200 | Source Port: 35241 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 246 | Volume: 1330 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00001760 | Source IP: 145.237.138.101 | Destination IP: 192.168.1.200 | Source Port: 9955 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 127 | Volume: 592 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001860 | Source IP: 2.10.184.179 | Destination IP: 172.16.0.10 | Source Port: 27498 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 124 | Volume: 66 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001960 | Source IP: 148.114.79.226 | Destination IP: 10.0.0.50 | Source Port: 22224 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 162 | Volume: 1220 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002060 | Source IP: 153.86.194.58 | Destination IP: 172.16.0.10 | Source Port: 44524 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 186 | Volume: 386 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00002160 | Source IP: 166.217.86.162 | Destination IP: 192.168.1.200 | Source Port: 32855 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 230 | Volume: 1038 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002260 | Source IP: 190.251.193.69 | Destination IP: 192.168.1.200 | Source Port: 50927 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 224 | Volume: 553 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00002360 | Source IP: 34.0.135.149 | Destination IP: 10.0.0.50 | Source Port: 49969 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 48 | Volume: 1132 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00002460 | Source IP: 19.182.249.15 | Destination IP: 172.16.0.10 | Source Port: 13126 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 57 | Volume: 255 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00002560 | Source IP: 112.82.15.152 | Destination IP: 172.16.0.10 | Source Port: 6811 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 127 | Volume: 765 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00002660 | Source IP: 21.182.35.158 | Destination IP: 10.0.0.50 | Source Port: 45546 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 130 | Volume: 1336 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002760 | Source IP: 239.225.161.112 | Destination IP: 172.16.0.10 | Source Port: 27976 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 206 | Volume: 1156 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002860 | Source IP: 213.4.233.34 | Destination IP: 172.16.0.10 | Source Port: 15230 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 238 | Volume: 649 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00002960 | Source IP: 196.238.86.155 | Destination IP: 10.0.0.50 | Source Port: 24284 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 239 | Volume: 1280 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00003060 | Source IP: 252.54.30.161 | Destination IP: 172.16.0.10 | Source Port: 63571 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 226 | Volume: 966 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00003160 | Source IP: 76.43.118.206 | Destination IP: 10.0.0.50 | Source Port: 49474 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 166 | Volume: 617 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003260 | Source IP: 63.20.159.157 | Destination IP: 10.0.0.50 | Source Port: 62161 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 62 | Volume: 115 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003360 | Source IP: 226.124.181.211 | Destination IP: 172.16.0.10 | Source Port: 32167 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 216 | Volume: 743 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003460 | Source IP: 113.82.90.41 | Destination IP: 172.16.0.10 | Source Port: 58391 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 114 | Volume: 684 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003560 | Source IP: 111.243.137.183 | Destination IP: 192.168.1.200 | Source Port: 56996 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 238 | Volume: 1192 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003660 | Source IP: 177.96.89.206 | Destination IP: 10.0.0.50 | Source Port: 52022 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 98 | Volume: 1003 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003760 | Source IP: 130.242.9.250 | Destination IP: 192.168.1.200 | Source Port: 57446 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 85 | Volume: 221 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003860 | Source IP: 124.58.226.220 | Destination IP: 10.0.0.50 | Source Port: 55521 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 114 | Volume: 1487 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00003960 | Source IP: 187.27.241.243 | Destination IP: 10.0.0.50 | Source Port: 35856 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 33 | Volume: 684 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004060 | Source IP: 113.239.62.139 | Destination IP: 172.16.0.10 | Source Port: 12149 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 107 | Volume: 1347 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004160 | Source IP: 7.160.232.189 | Destination IP: 10.0.0.50 | Source Port: 14514 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 38 | Volume: 278 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004260 | Source IP: 56.235.234.109 | Destination IP: 10.0.0.50 | Source Port: 32389 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 156 | Volume: 162 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00004360 | Source IP: 123.229.140.24 | Destination IP: 192.168.1.200 | Source Port: 2690 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 162 | Volume: 407 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00004460 | Source IP: 186.60.77.88 | Destination IP: 10.0.0.50 | Source Port: 12832 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 76 | Volume: 123 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004560 | Source IP: 63.201.7.146 | Destination IP: 192.168.1.200 | Source Port: 49585 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 52 | Volume: 821 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00004660 | Source IP: 64.186.135.154 | Destination IP: 172.16.0.10 | Source Port: 10279 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 67 | Volume: 503 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004760 | Source IP: 220.43.16.236 | Destination IP: 172.16.0.10 | Source Port: 56259 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 117 | Volume: 503 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004860 | Source IP: 233.241.86.242 | Destination IP: 10.0.0.50 | Source Port: 35088 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 37 | Volume: 100 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004960 | Source IP: 53.94.240.218 | Destination IP: 10.0.0.50 | Source Port: 3066 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 48 | Volume: 698 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005060 | Source IP: 228.92.158.198 | Destination IP: 192.168.1.200 | Source Port: 31740 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 173 | Volume: 1023 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005160 | Source IP: 19.135.111.183 | Destination IP: 172.16.0.10 | Source Port: 11160 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 181 | Volume: 148 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005260 | Source IP: 235.193.124.130 | Destination IP: 10.0.0.50 | Source Port: 29302 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 95 | Volume: 198 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005360 | Source IP: 33.126.20.211 | Destination IP: 10.0.0.50 | Source Port: 39779 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 162 | Volume: 556 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005460 | Source IP: 36.33.84.164 | Destination IP: 172.16.0.10 | Source Port: 53033 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 33 | Volume: 1422 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00005560 | Source IP: 109.168.145.207 | Destination IP: 10.0.0.50 | Source Port: 15742 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 192 | Volume: 1258 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005660 | Source IP: 194.233.83.243 | Destination IP: 10.0.0.50 | Source Port: 28148 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 150 | Volume: 253 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00005760 | Source IP: 8.242.17.15 | Destination IP: 192.168.1.200 | Source Port: 7094 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 216 | Volume: 172 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00005860 | Source IP: 225.11.61.140 | Destination IP: 172.16.0.10 | Source Port: 41468 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 181 | Volume: 1078 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005960 | Source IP: 252.38.209.77 | Destination IP: 10.0.0.50 | Source Port: 53330 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 36 | Volume: 1368 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00006060 | Source IP: 167.238.144.122 | Destination IP: 10.0.0.50 | Source Port: 10126 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 167 | Volume: 730 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00006160 | Source IP: 228.2.53.55 | Destination IP: 10.0.0.50 | Source Port: 7786 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 83 | Volume: 680 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006260 | Source IP: 31.58.186.156 | Destination IP: 10.0.0.50 | Source Port: 58703 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 155 | Volume: 1209 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006360 | Source IP: 186.200.0.29 | Destination IP: 192.168.1.200 | Source Port: 41218 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 223 | Volume: 1163 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006460 | Source IP: 184.244.66.179 | Destination IP: 172.16.0.10 | Source Port: 43910 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 223 | Volume: 1291 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006560 | Source IP: 250.145.188.141 | Destination IP: 192.168.1.200 | Source Port: 50406 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 145 | Volume: 1374 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006660 | Source IP: 153.205.39.126 | Destination IP: 172.16.0.10 | Source Port: 17624 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 132 | Volume: 870 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00006760 | Source IP: 37.32.205.152 | Destination IP: 172.16.0.10 | Source Port: 31949 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 211 | Volume: 1194 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006860 | Source IP: 43.150.132.253 | Destination IP: 192.168.1.200 | Source Port: 27243 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 246 | Volume: 1079 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00006960 | Source IP: 140.176.200.220 | Destination IP: 192.168.1.200 | Source Port: 27753 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 96 | Volume: 436 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007060 | Source IP: 215.58.135.128 | Destination IP: 192.168.1.200 | Source Port: 9041 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 74 | Volume: 306 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007160 | Source IP: 240.228.96.59 | Destination IP: 172.16.0.10 | Source Port: 29301 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 185 | Volume: 1278 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007260 | Source IP: 9.251.156.236 | Destination IP: 192.168.1.200 | Source Port: 44999 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 157 | Volume: 93 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007360 | Source IP: 88.177.158.130 | Destination IP: 10.0.0.50 | Source Port: 59710 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 127 | Volume: 129 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00007460 | Source IP: 61.146.205.175 | Destination IP: 10.0.0.50 | Source Port: 6164 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 98 | Volume: 1394 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007560 | Source IP: 14.12.163.255 | Destination IP: 172.16.0.10 | Source Port: 17479 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 253 | Volume: 1317 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007660 | Source IP: 114.61.55.68 | Destination IP: 172.16.0.10 | Source Port: 41958 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 165 | Volume: 1231 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00007760 | Source IP: 73.163.157.30 | Destination IP: 172.16.0.10 | Source Port: 3629 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 74 | Volume: 1281 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007860 | Source IP: 113.252.114.181 | Destination IP: 192.168.1.200 | Source Port: 1132 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 68 | Volume: 1409 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007960 | Source IP: 41.75.66.99 | Destination IP: 172.16.0.10 | Source Port: 1716 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 89 | Volume: 380 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00008060 | Source IP: 78.219.32.175 | Destination IP: 172.16.0.10 | Source Port: 8585 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 204 | Volume: 161 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008160 | Source IP: 52.193.120.214 | Destination IP: 10.0.0.50 | Source Port: 24164 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 40 | Volume: 179 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00008260 | Source IP: 63.220.32.212 | Destination IP: 172.16.0.10 | Source Port: 15895 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 170 | Volume: 1354 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00008360 | Source IP: 49.190.238.181 | Destination IP: 192.168.1.200 | Source Port: 58835 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 143 | Volume: 419 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008460 | Source IP: 228.124.69.27 | Destination IP: 172.16.0.10 | Source Port: 17687 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 66 | Volume: 227 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008560 | Source IP: 143.133.100.177 | Destination IP: 10.0.0.50 | Source Port: 42058 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 164 | Volume: 920 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008660 | Source IP: 210.86.172.5 | Destination IP: 172.16.0.10 | Source Port: 50638 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 121 | Volume: 1150 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008760 | Source IP: 182.233.254.127 | Destination IP: 10.0.0.50 | Source Port: 18495 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 135 | Volume: 642 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00008860 | Source IP: 216.38.217.124 | Destination IP: 10.0.0.50 | Source Port: 33829 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 133 | Volume: 1375 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008960 | Source IP: 249.158.102.185 | Destination IP: 192.168.1.200 | Source Port: 61547 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 249 | Volume: 568 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00009060 | Source IP: 166.167.148.157 | Destination IP: 10.0.0.50 | Source Port: 16464 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 198 | Volume: 551 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00009160 | Source IP: 80.93.106.94 | Destination IP: 192.168.1.200 | Source Port: 21027 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 46 | Volume: 726 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009260 | Source IP: 217.54.183.184 | Destination IP: 10.0.0.50 | Source Port: 50245 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 43 | Volume: 79 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00009360 | Source IP: 107.154.147.183 | Destination IP: 172.16.0.10 | Source Port: 53138 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 55 | Volume: 1291 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009460 | Source IP: 80.65.171.181 | Destination IP: 10.0.0.50 | Source Port: 56242 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 89 | Volume: 1461 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00009560 | Source IP: 227.138.191.161 | Destination IP: 192.168.1.200 | Source Port: 42879 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 60 | Volume: 1247 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009660 | Source IP: 242.68.28.20 | Destination IP: 172.16.0.10 | Source Port: 59099 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 242 | Volume: 414 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00009760 | Source IP: 50.249.18.218 | Destination IP: 172.16.0.10 | Source Port: 55698 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 40 | Volume: 854 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009860 | Source IP: 29.188.106.89 | Destination IP: 172.16.0.10 | Source Port: 47704 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 180 | Volume: 547 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00009960 | Source IP: 160.255.213.237 | Destination IP: 192.168.1.200 | Source Port: 57518 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 98 | Volume: 666 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00010060 | Source IP: 132.254.3.129 | Destination IP: 192.168.1.200 | Source Port: 57746 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 47 | Volume: 1245 | Spoofed: 0 | Attack Type: SYN_Flood
2025-05-24 16:11:28,670 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.4%
Received Packet 00000162 | Source IP: 240.252.133.231 | Destination IP: 10.0.0.50 | Source Port: 55102 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 61 | Volume: 1141 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000262 | Source IP: 233.213.130.103 | Destination IP: 10.0.0.50 | Source Port: 55117 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 223 | Volume: 619 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00000362 | Source IP: 26.99.38.216 | Destination IP: 192.168.1.200 | Source Port: 39808 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 216 | Volume: 409 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000462 | Source IP: 16.231.200.48 | Destination IP: 192.168.1.200 | Source Port: 62791 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 232 | Volume: 778 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00000562 | Source IP: 240.12.143.178 | Destination IP: 172.16.0.10 | Source Port: 22404 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 199 | Volume: 627 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00000662 | Source IP: 177.223.119.174 | Destination IP: 172.16.0.10 | Source Port: 45941 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 226 | Volume: 513 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000762 | Source IP: 17.214.160.92 | Destination IP: 192.168.1.200 | Source Port: 2030 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 37 | Volume: 356 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000862 | Source IP: 75.156.29.230 | Destination IP: 10.0.0.50 | Source Port: 30078 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 245 | Volume: 589 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00000962 | Source IP: 12.46.86.255 | Destination IP: 192.168.1.200 | Source Port: 7653 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 181 | Volume: 797 | Spoofed: 0 | Attack Type: HTTP_Flood
